Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsionamentos de produtos na pesquisa (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,6g,,,6#,,,,,'40598070113397,6.0,,-191,continue,manual,1.83,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_6_e4406a8c-8685-4586-8130-a8609abec666.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,6g,,,4#,,,,,'40598070113253,6.0,,-389,continue,manual,1.83,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_4_ad7e8bf6-44db-4c50-a380-823f120e7e9c.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,6g,,,2#,,,,,'40598070113109,6.0,,-596,continue,manual,1.83,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_2_c932745e-f6e6-41db-924f-02fcaac10581.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,6g,,,1#,,,,,'40598070112965,6.0,shopify,-943,deny,manual,1.83,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_1_6dc5591b-19e6-4326-a2e0-1ca7b71dab02.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,8g,,,4#,,,,,'40598070113255,8.0,,-82,continue,manual,1.83,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_4_ad7e8bf6-44db-4c50-a380-823f120e7e9c.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,8g,,,2#,,,,,'40598070113111,8.0,,-315,continue,manual,1.83,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_2_c932745e-f6e6-41db-924f-02fcaac10581.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,8g,,,1#,,,,,'40598070112967,8.0,shopify,-479,deny,manual,1.83,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_1_6dc5591b-19e6-4326-a2e0-1ca7b71dab02.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,10g,,,2#,,,,,'40598070113112,10.0,,-167,continue,manual,2.29,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_2_c932745e-f6e6-41db-924f-02fcaac10581.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,10g,,,1#,,,,,'40598070112968,10.0,shopify,-580,deny,manual,2.29,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_1_6dc5591b-19e6-4326-a2e0-1ca7b71dab02.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,12g,,,2#,,,,,'40598070113113,12.0,,-33,continue,manual,2.29,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_2_c932745e-f6e6-41db-924f-02fcaac10581.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,12g,,,1#,,,,,'40598070112969,12.0,shopify,-90,deny,manual,2.29,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_1_6dc5591b-19e6-4326-a2e0-1ca7b71dab02.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,14g,,,2#,,,,,'40598070113114,14.0,,-43,continue,manual,2.29,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_2_c932745e-f6e6-41db-924f-02fcaac10581.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-natural-anzois-menores,,,,,,,,,14g,,,1#,,,,,'40598070112970,14.0,shopify,-20,deny,manual,2.29,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/Anzol_1_6dc5591b-19e6-4326-a2e0-1ca7b71dab02.jpg?v=1701357897,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,Anzol Jig Head 90° Esférica Amarela Anzóis Menores (6# - 1#),<p>Chumbada Jig Head Esférica</p>,Chumbada Oficial,,"","90 Graus, Jig Head, jig head esferica, Jig Head Esferica; Jig Head Esferica Menor",true,Peso,6g,,Tamanho do Anzol,6#,,,,,'40598080613493,6.0,,-129,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1.jpg?v=1630522578,1,Chumbada Jig Head Esférica Amarela Anzóis Menores (6# - 1#),false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,active
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,6g,,,4#,,,,,'40598080613349,6.0,,-150,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-2.jpg?v=1630522580,2,Chumbada Jig Head Esférica Amarela Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,6g,,,2#,,,,,'40598080613205,6.0,,-105,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-3.jpg?v=1630522582,3,Chumbada Jig Head Esférica Amarela Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,6g,,,1#,,,,,'40598080613061,6.0,shopify,-200,deny,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-4.jpg?v=1630522584,4,Chumbada Jig Head Esférica Amarela Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,8g,,,4#,,,,,'40598080613351,8.0,,-21,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-5.jpg?v=1630522587,5,Chumbada Jig Head Esférica Amarela Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,8g,,,2#,,,,,'40598080613207,8.0,,-105,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,6,Chumbada Jig Head Esférica Amarela Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,8g,,,1#,,,,,'40598080613063,8.0,shopify,-101,deny,manual,2.63,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,10g,,,2#,,,,,'40598080613208,10.0,,-105,continue,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,10g,,,1#,,,,,'40598080613064,10.0,shopify,-100,deny,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,12g,,,2#,,,,,'40598080613209,12.0,,0,continue,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,12g,,,1#,,,,,'40598080613065,12.0,shopify,0,deny,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,14g,,,2#,,,,,'40598080613210,14.0,,-10,continue,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-amarela-anzois-menores,,,,,,,,,14g,,,1#,,,,,'40598080613066,14.0,shopify,0,deny,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-amarela-anzois-menores-6-1-6.jpg?v=1630522589,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,Anzol Jig Head 90° Esférica Laranja Anzóis Menores (6# - 1#),<p>Chumbada Jig Head Esférica</p>,Chumbada Oficial,Sem categoria,"","90 Graus, Jig Head, jig head esferica, Jig Head Esferica; Jig Head Esferica Menor",true,Peso,6g,,Tamanho do Anzol,6#,,,,,'40598080513477,6.0,,-32,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/AnzolJigHead90_EsfericaAnzoisMenores_6_-1.png?v=1780324818,1,"",false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,active
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,6g,,,4#,,,,,'40598080513333,6.0,,0,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1.jpg?v=1630522634,2,Chumbada Jig Head Esférica Laranja Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,6g,,,2#,,,,,'40598080513189,6.0,,-30,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-2.jpg?v=1630522636,3,Chumbada Jig Head Esférica Laranja Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,6g,,,1#,,,,,'40598080513045,6.0,shopify,-81,deny,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-3.jpg?v=1630522638,4,Chumbada Jig Head Esférica Laranja Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,8g,,,4#,,,,,'40598080513335,8.0,,0,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-4.jpg?v=1630522640,5,Chumbada Jig Head Esférica Laranja Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,8g,,,2#,,,,,'40598080513191,8.0,,-50,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-5.jpg?v=1630522642,6,Chumbada Jig Head Esférica Laranja Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,8g,,,1#,,,,,'40598080513047,8.0,shopify,-41,deny,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,7,Chumbada Jig Head Esférica Laranja Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,10g,,,2#,,,,,'40598080513192,10.0,,-60,continue,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,10g,,,1#,,,,,'40598080513048,10.0,shopify,-40,deny,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,12g,,,2#,,,,,'40598080513193,12.0,,0,continue,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,12g,,,1#,,,,,'40598080513049,12.0,shopify,0,deny,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,14g,,,2#,,,,,'40598080513194,14.0,,-10,continue,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,14g,,,1#,,,,,'40598080513050,14.0,shopify,0,deny,manual,3.49,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-laranja-anzois-menores-6-1-6.jpg?v=1630522646,kg,,,
chumbada-jig-head-esferica-laranja-anzois-menores,,,,,,,,,4g,,,1#,,,,,'40598080513043,6.0,shopify,0,deny,manual,1.56,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
chumbada-jig-head-esferica-preta-anzois-menores,Anzol Jig Head 90° Esférica Preta Anzóis Menores (6# - 1#),<p>Chumbada Jig Head Esférica</p>,Chumbada Oficial,,"","90 Graus, Jig Head, jig head esferica, Jig Head Esferica; Jig Head Esferica Menor",true,Peso,6g,,Tamanho do Anzol,6#,,,,,'40598080213429,6.0,,0,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-preta-anzois-menores-6-1.jpg?v=1630522648,1,Chumbada Jig Head Esférica Preta Anzóis Menores (6# - 1#),false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-preta-anzois-menores-6-1-6.jpg?v=1630522660,kg,,,active
chumbada-jig-head-esferica-preta-anzois-menores,,,,,,,,,6g,,,4#,,,,,'40598080213285,6.0,,0,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-preta-anzois-menores-6-1-2.jpg?v=1630522650,2,Chumbada Jig Head Esférica Preta Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-preta-anzois-menores-6-1-6.jpg?v=1630522660,kg,,,
chumbada-jig-head-esferica-preta-anzois-menores,,,,,,,,,6g,,,2#,,,,,'40598080213141,6.0,,-10,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-preta-anzois-menores-6-1-3.jpg?v=1630522653,3,Chumbada Jig Head Esférica Preta Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-preta-anzois-menores-6-1-6.jpg?v=1630522660,kg,,,
chumbada-jig-head-esferica-preta-anzois-menores,,,,,,,,,6g,,,1#,,,,,'40598080212997,6.0,shopify,-40,deny,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-preta-anzois-menores-6-1-4.jpg?v=1630522655,4,Chumbada Jig Head Esférica Preta Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-preta-anzois-menores-6-1-6.jpg?v=1630522660,kg,,,
chumbada-jig-head-esferica-preta-anzois-menores,,,,,,,,,8g,,,4#,,,,,'40598080213287,8.0,,0,continue,manual,2.63,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-preta-anzois-menores-6-1-5.jpg?v=1630522657,5,Chumbada Jig Head Esférica Preta Anzóis Menores (6# - 1#),,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/chumbada-jig-head-esferica-preta-anzois-menores-6-1-6.jpg?v=1630522660,kg,,,
